S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	
DCVPC01CL5T3IT	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:12:51	170.12	158.08	187.85	168.52	160.99	84.15	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.18	73.02	75.81	74.22	71.57	1.59	2.65	2.72	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.139323	0.000000	0	1280	1024	23.405	219	102	39	180	0.181	21.512	178.333	4875.565	542.545	420.048	676.608	1639.202	9	
DCVPC01CL5T3IO	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:13:11	156.70	168.64	189.98	160.44	171.47	82.48	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.30	74.00	74.52	73.33	74.75	-0.23	1.42	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.196615	0.000000	0	1280	1024	24.252	219	103	39	180	0.153	21.498	179.434	4812.896	549.123	424.180	656.416	1629.719	9	
DCVPC01CL5T3II	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:13:27	173.59	156.99	194.71	186.31	173.01	80.62	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.66	71.64	75.77	75.02	70.90	0.75	4.12	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.979167	0.000000	0	1280	1024	23.951	221	104	39	181	0.176	24.507	180.413	4749.472	398.892	300.905	477.136	1176.933	10	
DCVPC01CL5T3ID	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:13:47	171.86	150.72	190.21	184.86	167.82	79.24	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.67	73.34	75.07	74.39	70.94	0.40	3.72	2.60	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.351563	0.000000	0	1280	1024	24.148	217	100	32	204	0.683	8.332	196.454	5789.812	406.070	318.023	532.562	1256.656	8	
DCVPC01CL5T3I7	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:14:03	156.07	159.77	190.17	167.65	175.69	82.07	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.81	74.87	76.25	73.49	73.47	1.38	2.07	2.73	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.492188	0.000000	0	1280	1024	23.436	220	105	27	212	0.555	8.820	202.031	4941.137	539.789	415.938	657.845	1613.572	16	
DCVPC01CL5T3I2	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:14:49	179.72	167.15	195.08	178.14	168.34	85.69	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.66	71.91	75.91	73.66	72.18	2.25	1.75	2.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.664063	0.000000	0	1280	1024	23.907	220	98	26	212	0.512	7.922	201.810	5300.222	394.378	299.514	484.531	1178.423	9	
DCVPC01CL5T3HX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:15:07	155.03	160.26	188.02	167.26	172.21	82.46	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.20	73.34	76.63	74.38	75.07	1.56	2.87	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.259115	0.000000	0	1280	1024	23.539	216	101	30	204	0.469	11.387	196.158	4758.667	550.053	424.911	672.384	1647.348	11	
DCVPC01CL5T3HR	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:15:26	160.62	161.72	187.00	168.77	172.16	85.89	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.63	72.41	75.49	73.99	73.36	1.50	1.58	2.70	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.139323	0.000000	0	1280	1024	22.321	218	102	32	204	0.557	9.684	196.494	5551.028	539.212	420.358	673.944	1633.514	8	
DCVPC01CL5T3HL	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:15:42	168.71	151.84	186.05	174.55	162.14	81.61	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.98	71.46	75.05	72.90	71.62	2.15	2.92	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	148.661458	0.000000	0	1280	1024	23.135	217	104	39	179	0.127	28.160	179.414	4825.240	554.441	425.602	652.228	1632.270	7	
DCVPC01CL5T3HG	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:15:57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	42.00	57.51	58.41	53.13	58.29	-16.41	5.28	1.02	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	23.135	217	104	39	179	0.127	28.160	179.414	4825.240	554.441	425.602	652.228	1632.270	7	
DCVPC01CL5T3HB	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:16:34	166.05	157.97	187.87	170.93	165.09	84.08	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.79	74.38	75.08	73.97	72.99	0.29	1.79	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.589844	0.000000	0	1280	1024	22.974	216	103	39	176	0.151	23.538	178.070	4866.132	552.364	428.095	684.114	1664.573	10	
DCVPC01CL5T3H0	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:16:51	156.98	160.10	189.26	167.39	171.82	82.95	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.24	72.36	75.30	73.13	75.51	-0.21	5.27	2.64	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.388021	0.000000	0	1280	1024	23.515	216	99	39	176	0.136	25.440	179.267	4716.189	561.161	430.770	656.006	1647.938	11	
DCVPC01CL5T3JV	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:17:18	161.55	154.33	186.96	171.83	166.81	82.55	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.92	71.18	73.67	73.57	68.89	-0.25	5.03	2.49	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.868490	0.000000	0	1280	1024	23.337	220	106	35	204	0.478	10.893	197.685	5166.882	549.366	423.628	650.308	1623.302	8	
DCVPC01CL5T3TE	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:17:34	164.41	156.13	186.25	176.61	173.16	83.83	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.41	74.50	74.48	73.02	73.72	-0.01	1.47	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.010417	0.000000	0	1280	1024	21.929	216	107	39	181	0.214	21.282	179.814	5123.762	379.139	287.153	467.383	1133.675	8	
DCVPC01CL5T33Y	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:17:53	168.20	161.20	192.64	170.92	166.42	83.68	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.80	70.55	74.17	73.67	74.50	-0.33	3.96	2.44	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	159.438802	0.000000	0	1280	1024	25.628	222	95	27	214	0.564	7.568	204.295	5192.605	409.467	318.081	484.656	1212.205	11	
DCVPC01CL5T33S	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:18:11	167.33	161.95	191.67	178.22	176.82	84.50	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.86	71.04	75.17	75.64	72.66	-0.47	4.60	2.37	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.954427	0.000000	0	1280	1024	22.328	215	102	30	204	0.552	8.235	195.777	5776.993	386.414	304.289	504.630	1195.333	10	
DCVPC01CL5T33N	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:18:29	158.13	153.72	186.96	166.16	164.03	82.22	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.54	73.64	75.54	71.83	74.88	0.65	3.35	2.52	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.406250	0.000000	0	1280	1024	25.153	222	96	39	177	0.150	25.187	181.779	4400.657	415.861	318.172	509.553	1243.586	9	
DCVPC01CL5T3T9	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:18:45	160.89	162.19	187.81	173.63	180.09	85.67	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.02	71.96	75.26	74.97	73.61	0.29	3.01	2.68	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.695313	0.000000	0	1280	1024	21.931	216	106	39	188	0.225	33.657	181.076	4887.721	377.830	288.369	486.280	1152.478	13	
DCVPC01CL5T3T3	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:19:05	161.10	165.10	187.76	165.84	170.09	85.80	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.04	74.17	75.40	72.85	71.66	-0.64	4.38	2.48	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.608073	0.000000	0	1280	1024	22.533	215	97	39	180	0.201	21.995	179.187	4999.649	546.408	419.286	656.386	1622.080	10	
DCVPC01CL5T3SY	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:19:22	164.26	161.50	187.79	174.54	175.92	86.00	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.18	72.21	76.00	75.71	74.64	0.29	3.53	2.71	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.324219	0.000000	0	1280	1024	21.538	217	109	39	180	0.219	20.569	179.279	5216.530	370.770	286.884	481.048	1138.703	10	
DCVPC01CL5T32B	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:19:40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.02	74.02	73.66	72.40	70.77	-1.37	4.26	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	21.538	217	109	39	180	0.219	20.569	179.279	5216.530	370.770	286.884	481.048	1138.703	10	
DCVPC01CL5T32B	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:19:55	164.31	169.87	201.38	175.23	182.65	81.59	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.61	73.39	72.91	70.96	69.48	-0.70	4.13	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.460938	0.000000	0	1280	1024	25.548	224	97	39	180	0.153	25.006	181.678	4424.348	424.331	320.066	514.266	1258.663	7	
DCVPC01CL5T325	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:20:11	162.94	160.00	192.44	171.49	172.08	83.14	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.12	70.39	75.61	76.24	73.51	-0.62	5.85	2.67	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.272135	0.000000	0	1280	1024	24.985	219	103	25	212	0.650	7.210	201.654	5216.092	418.864	320.678	516.939	1256.481	11	
DCVPC01CL5T33H	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:20:30	160.45	164.78	188.71	170.47	177.32	85.02	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	75.97	74.41	75.14	73.15	72.05	-0.83	3.92	2.52	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.104167	0.000000	0	1280	1024	22.861	219	106	39	180	0.193	23.904	180.241	4852.715	384.520	297.856	490.659	1173.036	9	
DCVPC01CL5T320	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:20:47	163.52	162.59	193.82	175.53	178.88	83.89	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.58	74.45	74.30	71.81	73.03	-0.15	2.64	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.076823	0.000000	0	1280	1024	23.871	223	110	39	182	0.171	20.573	181.089	4799.940	397.711	302.334	499.964	1200.009	9	
DCVPC01CL5T33C	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:21:07	171.67	163.41	191.63	174.92	169.06	85.28	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.11	75.07	74.53	71.90	75.60	-1.07	4.49	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.872396	0.000000	0	1280	1024	23.592	219	97	33	205	0.557	10.464	197.810	5220.963	393.717	302.511	503.023	1199.252	11	
DCVPC01CL5T336	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:21:26	167.20	166.81	193.84	177.16	180.12	86.06	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.06	71.44	76.05	73.11	71.89	2.94	1.66	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	168.562500	0.000000	0	1280	1024	22.690	220	107	26	212	0.472	9.742	201.772	4924.660	402.745	305.128	492.998	1200.872	9	
DCVPC01CL5T331	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:21:42	159.28	167.13	192.63	171.29	185.98	82.68	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.47	71.74	75.34	72.31	72.68	1.87	1.73	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.398438	0.000000	0	1280	1024	23.550	218	103	39	180	0.185	23.236	179.140	4849.652	401.436	304.102	492.052	1197.589	9	
DCVPC01CL5T3V2	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:22:01	169.16	164.81	189.67	175.26	173.44	86.89	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.67	74.36	72.76	69.60	72.39	-1.60	4.76	2.42	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	165.718750	0.000000	0	1280	1024	22.307	218	106	39	180	0.178	24.247	180.546	4911.332	387.056	295.314	484.600	1166.970	9	
DCVPC01CL5T3UX	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:22:19	159.83	160.69	187.00	165.32	169.31	85.47	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.44	71.58	73.01	73.42	71.85	-0.41	1.84	2.47	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	154.606771	0.000000	0	1280	1024	23.124	221	104	27	212	0.533	8.272	202.328	5356.632	540.812	423.000	671.625	1635.438	9	
DCVPC01CL5T3UB	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:22:36	152.52	163.58	187.98	158.36	169.75	81.14	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.91	70.76	73.81	73.50	73.23	0.31	3.59	2.62	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.002604	0.000000	0	1280	1024	25.251	222	101	28	212	0.534	9.417	202.921	4717.310	575.163	447.503	696.298	1718.964	8	
DCVPC01CL5T3UG	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:22:52	167.01	166.22	189.47	171.32	172.88	87.73	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.05	73.66	76.64	71.48	72.50	2.59	2.57	2.64	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	164.108073	0.000000	0	1280	1024	22.948	220	104	26	212	0.653	7.256	202.111	5779.820	389.262	297.156	473.239	1159.658	8	
DCVPC01CL5T3U5	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:23:08	166.01	166.38	188.35	169.23	171.59	88.14	0.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.24	72.24	73.32	73.62	75.68	-2.36	6.44	2.50	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.394531	0.000000	0	1280	1024	22.297	216	103	39	180	0.190	23.946	180.159	4909.906	367.167	286.461	465.108	1118.736	9	
DCVPC01CL5T3U0	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:23:24	166.08	157.66	188.50	173.71	167.12	83.64	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.20	72.37	75.95	75.31	72.29	0.64	3.02	2.51	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	157.877604	0.000000	0	1280	1024	24.076	222	101	39	182	0.157	22.032	182.216	4723.005	416.505	321.855	518.228	1256.588	9	
DCVPC01CL5T3TU	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:23:43	165.15	156.12	187.01	178.43	172.17	83.48	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	76.21	70.95	75.68	75.91	70.17	-0.53	6.05	2.69	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.992188	0.000000	0	1280	1024	22.583	216	104	39	181	0.171	22.503	179.802	4953.640	389.889	295.698	465.644	1151.231	9	
DCVPC01CL5T3TP	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:24:23	169.11	171.92	193.31	175.03	178.99	87.48	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.79	71.92	75.91	74.67	71.66	1.12	3.13	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	171.407552	0.000000	0	1280	1024	22.109	217	101	39	180	0.182	22.263	180.103	5078.492	386.228	287.280	478.086	1151.594	8	
DCVPC01CL5T3TJ	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:24:37	164.77	162.49	193.43	172.57	173.71	84.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.85	71.90	74.77	74.85	73.85	-0.09	3.00	2.71	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.516927	0.000000	0	1280	1024	24.688	222	105	39	182	0.175	24.688	181.168	4510.519	406.144	310.455	500.922	1217.520	8	
DCVPC01CL5T3UR	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:24:52	166.30	152.77	188.60	173.62	162.41	81.00	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.87	67.94	73.49	74.16	68.83	-0.67	6.22	2.54	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.192708	0.000000	0	1280	1024	24.404	223	104	39	182	0.161	22.205	180.886	4644.662	556.678	430.975	658.325	1645.978	8	
DCVPC01CL5T3UL	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:25:11	170.96	168.97	194.62	176.09	175.72	86.82	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.15	69.78	75.99	69.77	68.41	4.84	2.74	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.156250	0.000000	0	1280	1024	23.078	220	101	26	212	0.693	7.209	202.026	5553.853	379.548	287.531	466.567	1133.647	11	
DCVPC01CL5T32A	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	00:25:40	159.05	146.83	188.73	180.96	171.11	77.80	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.62	72.71	75.86	73.01	69.08	2.24	4.55	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	144.477865	0.000000	0	1280	1024	23.737	217	104	31	205	0.523	10.216	196.839	5270.663	564.723	438.056	689.584	1692.364	9	
