S/No	SWCRDBFMN	Project	Version	Station	LightBox	Fixture	LightPanel	Date	Time	S_BL	S_BR	S_CT	S_TL	S_TR	Shd	DKC	Wa_BL	Wa_BR	Wa_CT	Wa_TL	Wa_TR	Dfa_BL	Dfa_BR	Dfa_CT	Dfa_TL	Dfa_TR	Wb_BL	Wb_BR	Wb_CT	Wb_TL	Wb_TR	Dfb_BL	Dfb_BR	Dfb_CT	Dfb_TL	Dfb_TR	CR_H	CR_S	CR_L	CG_H	CG_S	CG_L	CB_H	CB_S	CB_L	R_TL	R_TR	R_CT	R_BL	R_BR	De1	De2	R_CTST	DZ1	DZ2	WZ1	WZ2	WZ1S	WZ2S	DC	WL	DV	BZ1	BZ2	WZ1	WZ2	WZ1S	WZ2S	BC	WL	BV	NO_MEANS	NO_STANDARD	BLEM	X_val	Y_val	dpc_stdev	dpc_max	dpc_min	nFit	peak	ripple	sigma	mean	amp	StdDevRed	StdDevGreen	StdDevBlue	StdDevRGB	CycleTime_S	
DCVPC01CL5T19N	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:44:11	156.97	158.98	184.49	165.22	169.00	85.08	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.12	72.53	73.00	72.39	72.50	-0.12	0.72	2.48	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.916667	0.000000	0	1280	1024	23.080	218	105	25	212	0.697	6.519	201.627	5960.415	423.559	329.328	555.153	1308.041	9	
DCVPC01CL5T19L	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:44:29	172.60	165.36	193.20	174.19	166.24	85.59	0.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.48	70.96	74.95	73.47	72.07	1.47	2.52	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.648438	0.000000	0	1280	1024	23.747	223	96	29	212	0.526	9.178	203.322	5301.919	441.959	339.872	546.003	1327.834	31	
DCVPC01CL5T19K	X--X-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:45:07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.#J	-1.#J	-1.#J	-1.#J	-1.#J	-1.#J	-10000.00	1.00	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	0.000000	0.000000	0	1280	1024	23.747	223	96	29	212	0.526	9.178	203.322	5301.919	441.959	339.872	546.003	1327.834	31	
DCVPC01CL5T19H	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:45:45	161.05	149.98	186.48	175.39	169.33	80.43	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.30	72.71	74.92	72.00	69.41	2.21	3.29	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	145.622396	0.000000	0	1280	1024	23.665	225	107	39	190	0.175	26.954	185.047	4628.934	441.088	341.330	541.069	1323.486	9	
DCVPC01CL5T19G	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:46:01	157.81	153.90	178.29	162.07	160.80	86.32	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.75	73.59	74.43	73.29	72.60	0.84	1.84	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.808594	0.000000	0	1280	1024	22.029	214	99	39	179	0.132	23.649	181.677	5148.139	415.825	326.059	549.759	1291.644	9	
DCVPC01CL5T19F	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:46:17	163.82	158.38	184.25	167.29	163.29	85.96	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.08	71.55	75.00	71.90	73.82	1.17	3.75	2.56	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	155.315104	0.000000	0	1280	1024	22.853	222	102	39	181	0.145	23.344	182.615	4860.909	422.416	327.192	539.994	1289.602	8	
DCVPC01CL5T19D	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:46:32	157.79	162.71	182.43	162.49	168.07	86.50	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.68	72.61	74.02	74.26	71.70	-0.24	2.56	2.49	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	163.908854	0.000000	0	1280	1024	22.382	221	106	27	212	0.689	7.264	202.332	5955.726	402.128	312.450	522.161	1236.739	7	
DCVPC01CL5T19C	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:46:45	164.01	148.79	184.79	168.40	155.69	80.52	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.26	71.47	74.47	71.65	69.57	0.21	4.69	2.37	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	146.414063	0.000000	0	1280	1024	25.145	226	103	25	220	287122414979236230000000000000000000000000000000000000000000000000000000.000	0.000	-0.500	0.000	451.511	349.922	554.309	1355.742	8	
DCVPC01CL5T19C	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:47:03	163.71	147.88	183.50	167.77	154.08	80.59	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.63	70.06	74.04	70.58	69.52	0.41	4.12	2.41	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	145.701823	0.000000	0	1280	1024	25.068	227	101	39	182	0.151	20.511	182.479	4583.857	454.706	354.358	534.739	1343.803	9	
DCVPC01CL5T19S	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:47:18	162.86	155.34	185.19	169.51	163.04	83.88	0.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.07	73.37	73.46	70.10	70.58	0.09	3.28	2.47	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.023438	0.000000	0	1280	1024	22.930	224	104	39	180	0.146	24.822	183.745	4747.851	419.766	322.502	522.825	1265.092	11	
DCVPC01CL5T194	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:47:37	162.72	138.22	178.54	176.45	155.55	77.41	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.04	68.40	73.77	73.35	67.27	0.41	6.09	2.47	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	138.843750	0.000000	0	1280	1024	24.589	224	100	39	180	0.160	21.600	183.129	4744.064	442.142	344.189	549.909	1336.241	6	
DCVPC01CL5T195	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:47:49	163.00	140.34	187.30	180.08	160.11	74.93	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.09	71.71	73.42	73.34	73.19	0.09	1.63	2.49	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	135.430990	0.000000	0	1280	1024	26.460	225	95	39	190	0.178	32.672	183.871	4254.732	460.920	354.280	553.253	1368.453	7	
DCVPC01CL5T196	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:48:03	160.67	139.39	186.53	177.78	161.32	74.72	0.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.73	73.08	72.58	73.16	71.53	-1.15	2.19	2.40	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	137.199219	0.000000	0	1280	1024	26.195	228	99	25	222	292508482075990580000000000000000000000000000000000000000000000000000000.000	0.000	-0.500	0.000	445.911	343.541	535.741	1325.192	7	
DCVPC01CL5T196	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:48:20	154.35	154.35	179.26	162.55	163.59	86.10	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.35	70.87	74.13	71.71	71.31	-0.22	3.48	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.071615	0.000000	0	1280	1024	22.648	218	103	39	181	0.179	22.001	179.938	4942.057	424.602	324.214	527.973	1276.789	10	
DCVPC01CL5T19T	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:48:34	166.26	166.43	191.55	174.08	175.32	86.80	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.85	70.23	74.26	72.52	72.27	-0.59	4.63	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.832031	0.000000	0	1280	1024	22.618	220	106	27	212	0.686	6.703	202.425	6350.373	431.075	327.391	536.344	1294.809	9	
DCVPC01CL5T197	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:48:53	166.45	153.39	196.18	187.10	176.25	78.19	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.73	71.90	74.86	72.84	69.08	2.02	3.76	2.49	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.938802	0.000000	0	1280	1024	25.640	225	98	39	188	0.190	43.883	179.553	4161.709	443.234	340.623	549.359	1333.217	10	
DCVPC01CL5T199	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:49:17	169.46	158.95	195.39	187.13	181.81	81.35	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.29	67.76	72.95	68.76	66.76	4.19	1.99	2.49	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	155.161458	0.000000	0	1280	1024	24.235	225	98	39	189	0.191	35.204	185.493	4380.087	443.386	342.227	548.703	1334.316	8	
DCVPC01CL5T19A	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:49:31	164.14	153.40	191.41	180.65	174.08	80.14	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.74	69.68	76.73	73.47	69.76	2.99	4.07	2.77	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	155.373698	0.000000	0	1280	1024	23.991	226	105	32	212	0.630	10.510	204.361	5079.677	441.688	341.120	547.419	1330.227	8	
DCVPC01CL5T19B	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:49:47	164.65	159.12	186.57	171.00	166.28	85.28	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.62	71.17	76.46	72.92	73.55	2.91	2.93	2.69	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.683594	0.000000	0	1280	1024	22.668	216	98	31	204	0.663	8.391	196.397	6129.417	435.562	331.559	565.337	1332.459	8	
DCVPC01CL5T193	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:50:01	172.62	153.45	197.17	184.11	166.88	77.83	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.77	69.68	76.36	71.91	69.03	4.46	2.87	2.74	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	150.174479	0.000000	0	1280	1024	26.444	225	99	39	182	0.145	20.826	181.796	4542.939	457.102	355.834	533.159	1346.095	8	
DCVPC01CL5T192	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:50:16	164.83	149.02	189.58	180.04	166.60	78.61	0.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.73	72.91	74.86	71.49	73.37	1.49	1.88	2.47	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	141.667969	0.000000	0	1280	1024	25.154	225	101	39	181	0.176	22.498	182.574	4465.588	452.909	355.291	574.467	1382.667	7	
DCVPC01CL5T16H	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:50:34	161.97	154.76	181.50	170.84	168.73	85.26	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	72.41	72.23	75.09	72.93	72.00	2.16	0.93	2.61	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.934896	0.000000	0	1280	1024	22.076	210	94	39	176	0.155	26.369	177.157	5016.536	416.412	317.030	499.178	1232.620	7	
DCVPC01CL5T16G	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:50:48	157.52	156.79	191.24	168.28	172.03	81.99	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.34	71.01	75.70	72.01	71.80	3.69	1.00	2.55	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.735677	0.000000	0	1280	1024	25.039	223	96	39	179	0.115	25.403	183.089	4549.735	458.111	350.348	554.502	1362.961	8	
DCVPC01CL5T16F	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:51:02	164.10	165.45	183.75	169.02	170.77	89.30	0.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	69.69	69.35	76.44	73.35	71.79	3.09	4.00	2.69	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	166.597656	0.000000	0	1280	1024	21.499	218	106	39	176	0.138	24.688	182.289	5118.143	401.822	315.959	508.387	1226.169	9	
DCVPC01CL5T16E	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:51:18	161.06	153.62	177.72	168.96	164.50	86.44	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.35	72.54	76.77	73.78	72.07	2.99	2.43	2.80	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	155.739583	0.000000	0	1280	1024	20.608	215	103	30	204	0.541	7.958	195.452	6322.001	391.397	306.341	516.500	1214.238	7	
DCVPC01CL5T16D	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:51:33	166.54	161.17	186.81	175.15	171.49	86.27	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.16	72.28	75.89	73.33	71.19	2.57	2.14	2.69	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	162.425781	0.000000	0	1280	1024	21.665	222	105	39	182	0.182	21.528	181.526	5096.482	403.277	311.561	519.583	1234.420	17	
DCVPC01CL5T16C	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:52:00	166.36	156.33	182.93	170.51	163.57	85.46	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.14	69.07	73.80	69.14	66.68	0.67	6.46	2.44	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.152344	0.000000	0	1280	1024	22.088	216	96	39	180	0.186	22.470	180.462	5123.916	407.075	316.323	536.559	1259.958	12	
DCVPC01CL5T16B	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:52:20	162.12	160.00	184.77	170.90	171.25	86.59	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.87	71.72	75.59	74.27	72.42	1.32	2.55	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	158.776042	0.000000	0	1280	1024	21.412	221	110	27	212	0.603	7.713	202.226	5906.598	421.953	319.133	526.494	1267.580	9	
DCVPC01CL5T16A	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:52:36	166.13	160.58	186.00	173.16	169.52	86.33	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.18	73.55	75.87	72.83	74.19	1.67	3.01	2.65	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.282552	0.000000	0	1280	1024	21.227	215	103	39	180	0.189	20.324	180.081	5360.100	398.894	311.812	520.934	1231.641	10	
DCVPC01CL5T16I	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:52:55	172.07	155.81	192.55	181.46	170.45	80.92	0.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	70.66	69.21	76.13	72.37	70.13	3.76	3.17	2.47	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	153.738281	0.000000	0	1280	1024	23.907	222	99	39	182	0.153	20.162	181.638	4958.227	431.634	329.030	534.513	1295.177	8	
DCVPC01CL5T162	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:53:10	163.22	153.98	193.60	178.69	176.50	79.53	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	67.72	68.28	75.96	71.14	67.44	4.82	3.70	2.81	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	152.484375	0.000000	0	1280	1024	24.698	227	104	39	179	0.102	32.222	186.481	4309.952	451.170	344.975	536.731	1332.877	8	
DCVPC01CL5T163	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:53:25	153.85	146.73	188.27	167.26	167.41	77.93	0.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	71.87	70.43	74.38	73.63	72.60	0.75	3.20	2.60	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	143.066406	0.000000	0	1280	1024	25.561	224	103	39	176	0.100	25.328	182.821	4426.116	461.116	353.942	541.325	1356.383	22	
DCVPC01CL5T164	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:53:53	180.43	147.23	199.86	183.69	153.42	73.67	0.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.24	69.90	74.25	73.25	70.28	1.00	3.35	2.59	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	148.188802	0.000000	0	1280	1024	29.229	229	86	28	220	291406027436074290000000000000000000000000000000000000000000000000000000.000	0.000	-0.500	0.000	474.073	365.025	559.706	1398.805	14	
DCVPC01CL5T166	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:54:39	162.80	158.71	180.80	168.84	166.78	87.78	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.29	70.98	73.52	69.31	70.28	2.54	2.69	2.40	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	160.906250	0.000000	0	1280	1024	21.649	216	106	39	180	0.196	25.915	179.611	4962.878	397.280	308.389	514.442	1220.111	9	
DCVPC01CL5T167	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:54:55	163.08	161.20	185.96	167.97	166.77	86.69	0.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	74.29	70.49	76.36	74.59	70.99	1.77	4.10	2.79	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	156.384115	0.000000	0	1280	1024	23.037	219	104	39	180	0.161	23.894	181.530	4826.345	404.658	314.403	516.658	1235.719	9	
DCVPC01CL5T169	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:55:10	159.12	165.19	187.84	167.35	176.49	84.71	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	66.02	73.14	70.61	67.05	73.27	-2.66	7.25	2.49	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.395833	0.000000	0	1280	1024	23.409	220	103	39	180	0.155	25.356	181.365	4743.831	417.491	323.270	519.697	1260.458	9	
DCVPC01CL5T15X	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:55:27	155.11	157.20	187.12	172.65	180.96	82.89	0.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	68.26	69.21	75.65	72.23	69.04	3.42	3.96	2.79	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	151.729167	0.000000	0	1280	1024	23.306	220	108	39	181	0.161	24.663	181.340	4795.290	419.470	328.011	522.556	1270.038	11	
DCVPC01CL5T15Y	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:55:45	160.69	157.92	182.96	171.95	171.78	86.32	0.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	73.10	74.43	75.10	72.82	72.64	0.67	1.79	2.71	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	161.884115	0.000000	0	1280	1024	25.043	238	82	39	204	0.396	15.382	190.914	4922.854	406.109	305.269	501.217	1212.595	6	
DCVPC01CL5T15Z	O--O-------	FE10FF-345H	0112.1	Focus	000	000	000	20131212	10:55:58	163.77	170.78	189.58	174.11	185.42	86.39	0.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	66.88	67.34	75.96	71.24	70.42	4.72	4.36	2.63	0	0	0	0	0	0	0	0	0.000	0	0	0	0	0	0	0	0	0.000	167.614583	0.000000	0	1280	1024	21.581	216	108	30	205	0.592	7.872	196.589	6554.440	405.377	307.637	484.416	1197.430	9	
