S/No	FFDD	Date	Time	Version	Station	Fixture	PC	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	CycleTime	
DDPJB01855T47P	OOOOOO	20131210	06:28:51	2012.10.22	000	000	000	2	1001	1001	-27.10	-29.60	133.38	109.94	6	
DDPJB01855T47I	OOOOOO	20131210	06:28:59	2012.10.22	000	000	000	2	1001	1001	-27.12	-29.75	101.53	82.23	6	
DDPJB01855T47Z	OOOOOO	20131210	06:29:09	2012.10.22	000	000	000	2	1001	1001	-26.35	-28.65	133.79	100.96	12	
DDPJB01855T47O	OOOOOO	20131210	06:29:22	2012.10.22	000	000	000	2	1001	1001	-26.39	-28.50	152.68	117.64	7	
DDPJB01855T472	OOOOOO	20131210	06:29:34	2012.10.22	000	000	000	2	1001	1001	-26.35	-28.45	121.89	73.66	6	
DDPJB01855T47T	OOOOOO	20131210	06:29:43	2012.10.22	000	000	000	2	1001	1001	-26.40	-28.44	170.89	146.87	7	
DDPJB01855T971	OOOOOO	20131210	06:29:51	2012.10.22	000	000	000	2	1001	1001	-26.45	-28.40	113.97	94.34	6	
DDPJB01855T972	OOOOOO	20131210	06:29:58	2012.10.22	000	000	000	2	1001	1001	-28.62	-32.14	100.98	72.25	11	
DDPJB01855T973	OOOOOO	20131210	06:30:11	2012.10.22	000	000	000	2	1001	1001	-30.24	-29.45	106.61	131.57	12	
DDPJB01855T974	OOOOOO	20131210	06:30:24	2012.10.22	000	000	000	2	1001	1001	-31.62	-25.94	84.10	146.74	12	
DDPJB01855T975	OOOOOO	20131210	06:30:37	2012.10.22	000	000	000	2	1001	1001	-30.63	-29.78	82.94	89.59	12	
DDPJB01855T96N	OOOOOO	20131210	06:30:50	2012.10.22	000	000	000	2	1001	1001	-28.23	-32.01	85.58	157.13	14	
DDPJB01855T96O	OOOOOO	20131210	06:31:05	2012.10.22	000	000	000	2	1001	1001	-28.57	-27.66	112.33	136.32	12	
DDPJB01855T96V	OOOOOO	20131210	06:31:18	2012.10.22	000	000	000	2	1001	1001	-28.50	-29.10	103.04	109.63	6	
DDPJB01855T96X	OOOOOO	20131210	06:31:25	2012.10.22	000	000	000	2	1001	1001	-28.54	-29.22	117.06	105.28	6	
DDPJB01855T96P	OOOOOO	20131210	06:31:32	2012.10.22	000	000	000	2	1001	1001	-28.54	-29.35	96.51	92.52	6	
DDPJB01855T96Q	OOOOOO	20131210	06:31:39	2012.10.22	000	000	000	2	1001	1001	-28.51	-29.42	111.89	108.90	6	
DDPJB01855T96R	OOOOOO	20131210	06:31:46	2012.10.22	000	000	000	2	1001	1001	-28.59	-29.47	96.58	104.38	7	
DDPJB01855T96Y	OOOOOO	20131210	06:31:55	2012.10.22	000	000	000	2	1001	1001	-28.62	-29.40	114.00	122.97	6	
DDPJB01855T96Z	OOOOOO	20131210	06:32:02	2012.10.22	000	000	000	2	1001	1001	-28.60	-29.46	116.02	101.28	6	
DDPJB01855T970	OOOOOO	20131210	06:32:09	2012.10.22	000	000	000	2	1001	1001	-28.61	-29.50	89.87	133.14	6	
DDPJB01855TAB1	OOOOOO	20131210	06:32:16	2012.10.22	000	000	000	2	1001	1001	-28.54	-29.53	113.20	113.05	7	
DDPJB01855TAB0	OOOOOO	20131210	06:32:27	2012.10.22	000	000	000	2	1001	1001	-28.60	-29.40	107.34	98.05	6	
DDPJB01855T96S	OOOOOO	20131210	06:32:35	2012.10.22	000	000	000	2	1001	1001	-30.43	-26.06	90.32	161.77	11	
DDPJB01855T96T	OOOOOO	20131210	06:32:47	2012.10.22	000	000	000	2	1001	1001	-28.95	-34.54	101.05	49.75	12	
DDPJB01855T96U	OOOOOO	20131210	06:33:01	2012.10.22	000	000	000	2	1001	1001	-29.58	-28.95	103.92	104.09	11	
DDPJB01855T473	OOOOOO	20131210	06:33:14	2012.10.22	000	000	000	2	1001	1001	-29.45	-25.49	103.85	121.58	13	
DDPJB01855T46Y	OOOOOO	20131210	06:33:28	2012.10.22	000	000	000	2	1001	1001	-28.06	-35.44	100.02	42.15	11	
DDPJB01855T479	OOOOOO	20131210	06:33:41	2012.10.22	000	000	000	2	1001	1001	-33.35	-33.14	52.63	50.41	14	
DDPJB01855T47E	OOOOOO	20131210	06:33:57	2012.10.22	000	000	000	2	1001	1001	-29.36	-36.25	113.22	95.07	13	
DDPJB01855T4JJ	OOOOOO	20131210	06:34:11	2012.10.22	000	000	000	2	1001	1001	-27.21	-30.62	115.29	90.32	12	
DDPJB01855T47D	OOOOOO	20131210	06:34:25	2012.10.22	000	000	000	2	1001	1001	-34.30	-31.57	36.50	65.61	12	
DDPJB01855TA1K	OOOOOO	20131210	06:34:39	2012.10.22	000	000	000	2	1001	1001	-29.04	-32.52	91.26	57.90	12	
DDPJB01855TA1Q	OOOOOO	20131210	06:34:52	2012.10.22	000	000	000	2	1001	1001	-32.47	-27.22	62.00	104.82	12	
DDPJB01855TA14	OOOOOO	20131210	06:35:05	2012.10.22	000	000	000	2	1001	1001	-32.04	-29.87	65.02	81.86	12	
DDPJB01855TA1A	OOOOOO	20131210	06:35:19	2012.10.22	000	000	000	2	1001	1001	-29.95	-27.91	71.20	86.04	12	
DDPJB01855TA21	OOOOOO	20131210	06:35:32	2012.10.22	000	000	000	2	1001	1001	-30.51	-26.39	102.49	162.31	20	
DDPJB01855TA22	OOXOOO	20131210	06:35:54	2012.10.22	000	000	000	2	1001	1001	-38.41	-32.74	31.28	56.08	12	
DDPJB01855TA1F	OOOOOO	20131210	06:36:09	2012.10.22	000	000	000	2	1001	1001	-34.55	-34.20	47.93	41.15	11	
DDPJB01855TA22	OOOOOO	20131210	06:36:21	2012.10.22	000	000	000	2	1001	1001	-22.05	-31.58	31.48	59.82	13	
DDPJB01855TA06	OOOOOO	20131210	06:36:54	2012.10.22	000	000	000	2	1001	1001	-30.31	-27.87	59.94	179.76	11	
DDPJB01855TA0C	OOOOOO	20131210	06:37:17	2012.10.22	000	000	000	2	1001	1001	-26.07	-29.11	141.54	79.62	14	
DDPJB01855TA07	OOOOOO	20131210	06:37:34	2012.10.22	000	000	000	2	1001	1001	-24.74	-30.29	129.42	69.88	14	
DDPJB01855T4HT	OOOOOO	20131210	06:38:05	2012.10.22	000	000	000	2	1001	1001	-30.40	-24.34	85.38	164.25	20	
DDPJB01855T49F	XXXXXX	20131210	06:48:26	2012.10.22	000	000	000	2	0	0	0.00	0.00	0.00	0.00	11	
DDPJB01855TA3F	OOOOOO	20131210	06:48:53	2012.10.22	000	000	000	2	1001	1001	-25.23	-25.84	172.83	146.35	10	
DDPJB01855T49F	OOOOOO	20131210	06:49:04	2012.10.22	000	000	000	2	1001	1001	-27.54	-30.22	110.56	86.02	10	
DDPJB01855T6FK	OXXXXO	20131210	06:49:15	2012.10.22	000	000	000	2	1001	0	-19.72	-96.33	1478.09	0.72	8	
DDPJB01855T9ZN	OOOOOX	20131210	06:49:24	2012.10.22	000	000	000	2	1001	1001	-32.86	-30.35	306.92	363.27	9	
DDPJB01855T6FK	OOOOOO	20131210	06:49:34	2012.10.22	000	000	000	2	1001	1001	-33.03	-26.81	99.23	128.35	10	
DDPJB01855T9ZN	OOOOOO	20131210	06:49:44	2012.10.22	000	000	000	2	1001	1001	-33.90	-30.79	53.85	63.85	9	
DDPJB01855T9FB	OOOOOO	20131210	06:49:55	2012.10.22	000	000	000	2	1001	1001	-34.01	-27.47	70.04	100.27	10	
DDPJB01855T9ZS	OOOOOO	20131210	06:50:06	2012.10.22	000	000	000	2	1001	1001	-33.43	-29.98	60.12	88.79	9	
DDPJB01855T9XC	OOOOOO	20131210	06:50:16	2012.10.22	000	000	000	2	1001	1001	-32.41	-33.76	58.58	53.10	10	
DDPJB01855T9XN	OOOOOO	20131210	06:50:27	2012.10.22	000	000	000	2	1001	1001	-32.32	-28.00	79.19	98.11	10	
DDPJB01855T9XR	OOOOOO	20131210	06:50:39	2012.10.22	000	000	000	2	1001	1001	-28.83	-36.84	93.50	40.19	10	
DDPJB01855T9XG	OOOOOO	20131210	06:50:50	2012.10.22	000	000	000	2	1001	1001	-28.69	-31.30	120.01	88.44	10	
DDPJB01855T9YT	OOOOOO	20131210	06:51:06	2012.10.22	000	000	000	2	1001	1001	-27.74	-22.64	124.32	209.78	10	
DDPJB01855T9XL	OOOOOO	20131210	06:51:17	2012.10.22	000	000	000	2	1001	1001	-33.07	-32.36	70.33	82.19	11	
DDPJB01855T9XY	OOOXOO	20131210	06:51:30	2012.10.22	000	000	000	2	1001	1001	-31.27	-37.26	87.20	55.59	9	
DDPJB01855T9Y9	OOOOOO	20131210	06:51:40	2012.10.22	000	000	000	2	1001	1001	-34.27	-30.54	153.47	143.37	11	
DDPJB01855T9XY	OOOOOO	20131210	06:51:51	2012.10.22	000	000	000	2	1001	1001	-31.04	-34.10	143.21	160.48	10	
DDPJB01855T9Y3	OOOOOO	20131210	06:52:02	2012.10.22	000	000	000	2	1001	1001	-30.65	-26.78	106.45	164.09	10	
DDPJB01855T9XH	OOOOOO	20131210	06:52:13	2012.10.22	000	000	000	2	1001	1001	-30.00	-32.13	59.44	99.53	10	
DDPJB01855T1KD	OOOOOO	20131210	06:52:26	2012.10.22	000	000	000	2	1001	1001	-27.90	-31.08	120.11	83.73	10	
DDPJB01855T1JR	OOOXOO	20131210	06:52:37	2012.10.22	000	000	000	2	1001	1001	-33.26	-38.77	69.96	32.39	13	
DDPJB01855T1JL	OOOOOO	20131210	06:52:51	2012.10.22	000	000	000	2	1001	1001	-32.70	-29.70	57.15	67.83	9	
DDPJB01855T1JR	OOOXOO	20131210	06:53:02	2012.10.22	000	000	000	2	1001	1001	-33.54	-38.28	75.64	39.27	11	
DDPJB01855T1K7	OOOOOO	20131210	06:53:13	2012.10.22	000	000	000	2	1001	1001	-32.24	-33.28	79.75	78.09	10	
DDPJB01855T1JR	OOOXOO	20131210	06:53:24	2012.10.22	000	000	000	2	1001	1001	-33.49	-38.30	198.03	289.85	11	
DDPJB01855T1KO	OOOOOO	20131210	06:53:36	2012.10.22	000	000	000	2	1001	1001	-27.76	-36.23	137.18	60.20	10	
DDPJB01855T1JR	OOOOOO	20131210	06:53:52	2012.10.22	000	000	000	2	1001	1001	-24.33	-31.21	228.01	165.29	10	
DDPJB01855T9YA	OOOOOO	20131210	06:54:04	2012.10.22	000	000	000	2	1001	1001	-26.76	-25.68	102.64	88.05	10	
DDPJB01855T1KT	OOOOOO	20131210	06:54:16	2012.10.22	000	000	000	2	1001	1001	-36.63	-28.87	41.90	99.66	13	
DDPJB01855T1KI	OOOOOO	20131210	06:54:31	2012.10.22	000	000	000	2	1001	1001	-31.96	-36.74	65.06	28.57	10	
DDPJB01855T9ZC	OOOOOO	20131210	06:54:43	2012.10.22	000	000	000	2	1001	1001	-33.53	-36.80	53.06	39.30	10	
DDPJB01855T9YF	OOOOOO	20131210	06:54:54	2012.10.22	000	000	000	2	1001	1001	-34.77	-29.79	37.90	66.96	10	
DDPJB01855T1IP	OOOOXX	20131210	06:55:10	2012.10.22	000	000	000	2	1001	1001	-31.49	-30.88	538.66	543.97	12	
DDPJB01855T1IU	OOOXOO	20131210	06:55:22	2012.10.22	000	000	000	2	1001	1001	-35.69	-37.01	41.00	48.78	10	
DDPJB01855T1IP	OOOOOO	20131210	06:55:32	2012.10.22	000	000	000	2	1001	1001	-24.27	-25.06	216.73	208.88	10	
DDPJB01855T1IU	OOOOOO	20131210	06:55:45	2012.10.22	000	000	000	2	1001	1001	-34.29	-30.04	155.81	105.73	9	
DDPJB01855T1J0	OOXXOO	20131210	06:55:55	2012.10.22	000	000	000	2	1001	1001	-25.51	-25.53	163.53	156.89	9	
DDPJB01855T1JB	OOOOOO	20131210	06:56:04	2012.10.22	000	000	000	2	1001	1001	-24.42	-27.15	209.45	131.26	11	
DDPJB01855T1J0	OOOOOO	20131210	06:56:16	2012.10.22	000	000	000	2	1001	1001	-24.52	-24.90	151.33	131.57	9	
DDPJB01855T1HC	OOOOOO	20131210	06:56:27	2012.10.22	000	000	000	2	1001	1001	-30.17	-35.31	95.19	67.81	9	
DDPJB01855T1J5	OOOOOO	20131210	06:56:42	2012.10.22	000	000	000	2	1001	1001	-30.94	-29.64	57.42	65.74	10	
DDPJB01855T1HB	OOOOOO	20131210	06:56:56	2012.10.22	000	000	000	2	1001	1001	-28.23	-26.54	94.44	97.27	9	
DDPJB01855T1IJ	OOOOOO	20131210	06:57:06	2012.10.22	000	000	000	2	1001	1001	-30.67	-27.42	97.40	134.37	14	
DDPJB01855T1JX	OOOOOO	20131210	06:57:22	2012.10.22	000	000	000	2	1001	1001	-30.81	-28.44	63.88	86.26	10	
DDPJB01855T1K2	OOOOOO	20131210	06:57:33	2012.10.22	000	000	000	2	1001	1001	-27.60	-30.44	95.99	75.03	11	
DDPJB01855T1I9	OOOXOX	20131210	06:57:47	2012.10.22	000	000	000	2	1001	1001	-31.55	-39.60	268.23	440.18	10	
DDPJB01855T1I9	OOOOOO	20131210	06:58:06	2012.10.22	000	000	000	2	1001	1001	-30.51	-32.21	215.06	348.59	10	
DDPJB01855T1IE	OOOOOO	20131210	06:58:18	2012.10.22	000	000	000	2	1001	1001	-28.45	-29.41	123.94	181.90	12	
DDPJB01855T1HH	OOOOOO	20131210	06:58:35	2012.10.22	000	000	000	2	1001	1001	-32.15	-32.75	71.54	50.63	10	
DDPJB01855T1HS	OOOOOO	20131210	06:58:50	2012.10.22	000	000	000	2	1001	1001	-32.56	-33.87	74.86	67.88	10	
DDPJB01855T30Q	OOXOOO	20131210	06:59:03	2012.10.22	000	000	000	2	1001	1001	-37.29	-30.82	156.84	169.10	9	
DDPJB01855T1JG	OOOOOO	20131210	06:59:14	2012.10.22	000	000	000	2	1001	1001	-25.81	-32.44	175.56	188.57	9	
DDPJB01855T30Q	OOOOOO	20131210	06:59:26	2012.10.22	000	000	000	2	1001	1001	-35.29	-29.99	41.69	75.96	14	
DDPJB01855T30K	XXXXOO	20131210	06:59:44	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.70	0.72	11	
DDPJB01855T30L	OOOOOO	20131210	06:59:57	2012.10.22	000	000	000	2	1001	1001	-27.15	-36.24	92.71	41.83	-3591	
DDPJB01855T30K	OOOOOX	20131210	07:00:07	2012.10.22	000	000	000	2	1001	1001	-23.64	-27.86	252.85	455.31	10	
DDPJB01855T1I3	OOOOOO	20131210	07:00:19	2012.10.22	000	000	000	2	1001	1001	-26.62	-31.64	148.42	218.47	10	
DDPJB01855T30K	OOOOOO	20131210	07:00:29	2012.10.22	000	000	000	2	1001	1001	-35.05	-30.72	62.32	96.37	12	
DDPJB01855T1HY	OOOOOO	20131210	07:00:42	2012.10.22	000	000	000	2	1001	1001	-33.13	-33.01	71.95	76.58	9	
DDPJB01855T9BB	OOOOOO	20131210	07:02:12	2012.10.22	000	000	000	2	1001	1001	-31.91	-35.58	118.93	86.62	9	
DDPJB01855TB1C	OOXOOO	20131210	07:02:22	2012.10.22	000	000	000	2	1001	1001	-37.57	-36.70	78.50	60.35	10	
DDPJB01855T9FH	OOOOOO	20131210	07:02:32	2012.10.22	000	000	000	2	1001	1001	-26.65	-26.42	114.30	65.56	11	
DDPJB01855TB1C	OOOOXX	20131210	07:02:46	2012.10.22	000	000	000	2	1001	1001	-34.77	-34.02	680.31	603.19	10	
DDPJB01855T9FH	OOOXOX	20131210	07:02:58	2012.10.22	000	000	000	2	1001	1001	-25.47	-37.19	217.96	369.80	10	
DDPJB01855TB1C	OOOOOO	20131210	07:03:11	2012.10.22	000	000	000	2	1001	1001	-22.82	-25.17	194.29	148.87	11	
DDPJB01855T9FH	OOOOOO	20131210	07:03:23	2012.10.22	000	000	000	2	1001	1001	-22.53	-24.79	197.33	140.59	9	
DDPJB01855T4HF	OOOOOO	20131210	07:03:34	2012.10.22	000	000	000	2	1001	1001	-27.19	-27.45	73.43	86.07	11	
DDPJB01855T062	OOOOOX	20131210	07:03:49	2012.10.22	000	000	000	2	1001	1001	-22.51	-28.55	236.36	574.54	9	
DDPJB01855T1IV	OOOOOO	20131210	07:04:00	2012.10.22	000	000	000	2	1001	1001	-22.08	-23.93	260.06	206.22	9	
DDPJB01855T062	OOOOOO	20131210	07:04:10	2012.10.22	000	000	000	2	1001	1001	-22.87	-28.42	257.05	102.06	10	
DDPJB01855T97E	OOOOOO	20131210	07:04:22	2012.10.22	000	000	000	2	1001	1001	-25.67	-23.62	163.57	194.52	9	
DDPJB01855T9NL	OOOOOO	20131210	07:04:34	2012.10.22	000	000	000	2	1001	1001	-23.56	-31.69	168.66	49.13	9	
DDPJB01855T1J1	OOOOOO	20131210	07:04:44	2012.10.22	000	000	000	2	1001	1001	-21.94	-30.56	159.79	71.97	10	
DDPJB01855T6QL	OOOOOO	20131210	07:04:55	2012.10.22	000	000	000	2	1001	1001	-22.59	-23.07	154.47	81.98	9	
DDPJB01855T9NP	XXXOOO	20131210	07:05:07	2012.10.22	000	000	000	2	0	0	-80.77	-32.44	0.54	81.83	9	
DDPJB01855T9HY	OOOOOO	20131210	07:05:17	2012.10.22	000	000	000	2	1001	1001	-22.83	-32.59	148.89	69.32	11	
DDPJB01855T9NP	XXXOOO	20131210	07:05:28	2012.10.22	000	000	000	2	0	0	-79.43	-28.67	0.76	64.76	12	
DDPJB01855T4HX	OOOXOO	20131210	07:05:42	2012.10.22	000	000	000	2	1001	1001	-35.10	-37.40	51.65	34.56	9	
DDPJB01855T9NP	XXXOOO	20131210	07:05:53	2012.10.22	000	000	000	2	0	0	-64.51	-23.18	2.45	196.56	11	
DDPJB01855T4HX	OOOOOO	20131210	07:06:05	2012.10.22	000	000	000	2	1001	1001	-23.12	-34.17	114.11	51.88	10	
DDPJB01855T9NP	XOOOOX	20131210	07:06:37	2012.10.22	000	000	000	2	10	1001	-30.23	-31.10	83.08	405.45	9	
DDPJB01855TDBB	XXXXXX	20131210	08:50:43	2012.10.22	000	000	000	2	0	0	0.00	0.00	0.00	0.00	18	
DDPJB01855TDBB	OOOOOO	20131210	08:51:16	2012.10.22	000	000	000	2	1001	1001	-27.84	-31.75	80.86	57.57	18	
DDPJB01855T956	XXXXXX	20131210	08:59:49	2012.10.22	000	000	000	2	0	0	0.00	0.00	0.00	0.00	-3588	
DDPJB01855T956	OOOOOO	20131210	09:00:11	2012.10.22	000	000	000	2	1001	1001	-32.94	-26.52	73.10	148.99	11	
DDPJB01855TECN	OOOOOO	20131210	09:03:20	2012.10.22	000	000	000	2	1001	1001	-28.56	-32.35	98.69	62.18	15	
DDPJB01855TEB6	OOOOOO	20131210	09:03:36	2012.10.22	000	000	000	2	1001	1001	-30.60	-28.97	74.50	78.39	37	
DDPJB01855TECT	OOOOOO	20131210	09:04:15	2012.10.22	000	000	000	2	1001	1001	-31.37	-29.81	62.68	89.57	6	
DDPJB01855TEZN	OOXOOO	20131210	09:04:22	2012.10.22	000	000	000	2	1001	1001	-41.47	-32.16	23.29	82.09	17	
DDPJB01855TEZH	OOOOOO	20131210	09:04:48	2012.10.22	000	000	000	2	1001	1001	-30.43	-30.54	72.07	72.43	14	
DDPJB01855TEZN	OOOOOO	20131210	09:05:04	2012.10.22	000	000	000	2	1001	1001	-30.60	-31.00	98.38	81.96	6	
DDPJB01855TEBY	OOOOOO	20131210	09:05:12	2012.10.22	000	000	000	2	1001	1001	-30.74	-31.14	78.43	99.66	7	
DDPJB01855TEBS	OOOOOO	20131210	09:05:21	2012.10.22	000	000	000	2	1001	1001	-34.80	-29.69	51.76	122.39	14	
DDPJB01855TEBS	OOOOOO	20131210	09:06:06	2012.10.22	000	000	000	2	1001	1001	-31.71	-30.18	78.57	75.20	7	
DDPJB01855TEZD	OOOOOO	20131210	09:06:19	2012.10.22	000	000	000	2	1001	1001	-29.66	-26.18	87.72	125.00	12	
DDPJB01855TEX3	OOOOOO	20131210	09:06:33	2012.10.22	000	000	000	2	1001	1001	-33.09	-28.51	57.72	98.51	14	
DDPJB01855TE9Y	OOOOOO	20131210	09:06:49	2012.10.22	000	000	000	2	1001	1001	-32.88	-28.17	65.59	120.68	7	
DDPJB01855T952	OOOOOO	20131210	09:07:08	2012.10.22	000	000	000	2	1001	1001	-33.13	-28.13	61.85	103.57	8	
DDPJB01855T951	OOOOOO	20131210	09:07:17	2012.10.22	000	000	000	2	1001	1001	-31.21	-31.75	91.35	100.54	12	
DDPJB01855T94Y	OOOOOO	20131210	09:07:37	2012.10.22	000	000	000	2	1001	1001	-34.01	-28.30	55.77	111.61	14	
DDPJB01855T94Z	OOOOOO	20131210	09:07:52	2012.10.22	000	000	000	2	1001	1001	-34.79	-29.47	68.20	93.38	12	
DDPJB01855T94T	OOOOOO	20131210	09:08:12	2012.10.22	000	000	000	2	1001	1001	-33.39	-33.25	86.93	81.86	14	
DDPJB01855T94V	OOXOOO	20131210	09:08:27	2012.10.22	000	000	000	2	1001	1001	-37.19	-34.12	49.79	65.15	16	
DDPJB01855T94T	OOXOOO	20131210	09:08:48	2012.10.22	000	000	000	2	1001	1001	-37.55	-34.30	33.75	52.25	7	
DDPJB01855T957	OOOOOO	20131210	09:09:11	2012.10.22	000	000	000	2	1001	1001	-36.96	-28.15	32.27	90.74	10	
DDPJB01855T94V	OOXOOO	20131210	09:09:22	2012.10.22	000	000	000	2	1001	1001	-37.08	-28.36	42.59	102.42	6	
DDPJB01855T95F	OOOOOO	20131210	09:09:31	2012.10.22	000	000	000	2	1001	1001	-28.65	-34.65	79.91	76.18	13	
DDPJB01855T957	OOOOOO	20131210	09:09:46	2012.10.22	000	000	000	2	1001	1001	-28.74	-34.71	92.21	52.79	7	
DDPJB01855T94X	OOOOOO	20131210	09:09:54	2012.10.22	000	000	000	2	1001	1001	-28.69	-34.47	106.30	44.64	8	
DDPJB01855T95E	OOXOOO	20131210	09:10:10	2012.10.22	000	000	000	2	1001	1001	-38.14	-27.59	31.14	95.98	13	
DDPJB01855T959	OOOXOO	20131210	09:10:28	2012.10.22	000	000	000	2	1001	1001	-30.20	-40.61	117.23	168.22	12	
DDPJB01855T95H	OOOOOO	20131210	09:10:46	2012.10.22	000	000	000	2	1001	1001	-34.99	-32.86	63.56	77.74	14	
DDPJB01855T95E	OOOOOO	20131210	09:11:05	2012.10.22	000	000	000	2	1001	1001	-36.62	-28.70	52.44	108.92	12	
DDPJB01855T959	OOOXOO	20131210	09:11:19	2012.10.22	000	000	000	2	1001	1001	-30.86	-41.24	93.34	29.52	14	
DDPJB01855T95G	OOOOOO	20131210	09:11:35	2012.10.22	000	000	000	2	1001	1001	-33.81	-35.34	91.51	103.29	13	
DDPJB01855T959	OOOOOO	20131210	09:11:50	2012.10.22	000	000	000	2	1001	1001	-33.94	-35.57	44.41	44.03	8	
DDPJB01855T95D	OOOOOO	20131210	09:12:00	2012.10.22	000	000	000	2	1001	1001	-28.08	-28.21	93.93	113.68	21	
DDPJB01855T0UG	OOOOOO	20131210	09:12:22	2012.10.22	000	000	000	2	1001	1001	-34.83	-29.24	65.06	170.73	13	
DDPJB01855T0UP	OOOOOO	20131210	09:12:38	2012.10.22	000	000	000	2	1001	1001	-29.34	-33.87	72.17	50.75	14	
DDPJB01855T0UD	OOOOOO	20131210	09:12:53	2012.10.22	000	000	000	2	1001	1001	-31.19	-32.80	63.60	60.64	14	
DDPJB01855T0UF	OOOOOO	20131210	09:13:10	2012.10.22	000	000	000	2	1001	1001	-34.83	-35.54	35.21	33.13	16	
DDPJB01855T95B	OOOOOO	20131210	09:13:27	2012.10.22	000	000	000	2	1001	1001	-31.24	-33.81	114.53	126.51	13	
DDPJB01855T0UZ	OOOOOO	20131210	09:13:43	2012.10.22	000	000	000	2	1001	1001	-31.07	-32.57	58.76	49.10	12	
DDPJB01855T0UE	OOOOOO	20131210	09:13:56	2012.10.22	000	000	000	2	1001	1001	-33.38	-35.60	38.49	31.12	15	
DDPJB01855T0V0	OOOOOO	20131210	09:14:12	2012.10.22	000	000	000	2	1001	1001	-30.80	-31.66	83.99	69.81	15	
DDPJB01855T0V4	OOOOOO	20131210	09:14:29	2012.10.22	000	000	000	2	1001	1001	-29.97	-33.51	95.18	55.28	13	
DDPJB01855T0UX	OOOOOO	20131210	09:14:46	2012.10.22	000	000	000	2	1001	1001	-36.79	-30.63	62.75	102.46	12	
DDPJB01855T0UL	OOOOOO	20131210	09:14:59	2012.10.22	000	000	000	2	1001	1001	-30.45	-36.44	61.95	36.06	13	
DDPJB01855T0UI	OOOOOO	20131210	09:15:18	2012.10.22	000	000	000	2	1001	1001	-35.00	-28.88	34.39	80.90	12	
DDPJB01855T0UN	OOOOOO	20131210	09:15:34	2012.10.22	000	000	000	2	1001	1001	-33.26	-31.50	58.49	70.79	15	
DDPJB01855T0UK	OOXOOO	20131210	09:15:51	2012.10.22	000	000	000	2	1001	1001	-37.18	-29.18	36.27	103.75	12	
DDPJB01855T0UJ	OOOOOO	20131210	09:16:05	2012.10.22	000	000	000	2	1001	1001	-34.57	-35.42	45.73	40.55	11	
DDPJB01855T0UK	OOOXOO	20131210	09:16:17	2012.10.22	000	000	000	2	1001	1001	-35.73	-37.44	62.92	86.69	7	
DDPJB01855T2Y0	OOOXOO	20131210	09:16:27	2012.10.22	000	000	000	2	1001	1001	-32.70	-37.06	74.94	89.40	18	
DDPJB01855T2UF	OOOOOO	20131210	09:16:50	2012.10.22	000	000	000	2	1001	1001	-32.46	-29.04	79.49	123.83	13	
DDPJB01855T2Y0	OOOOOO	20131210	09:17:05	2012.10.22	000	000	000	2	1001	1001	-33.16	-30.66	80.50	111.01	6	
DDPJB01855T2UV	OOOOOO	20131210	09:17:13	2012.10.22	000	000	000	2	1001	1001	-33.04	-34.08	49.93	37.52	11	
DDPJB01855T4YH	OOXXOO	20131210	09:17:26	2012.10.22	000	000	000	2	1001	1001	-28.85	-28.83	106.19	103.71	15	
DDPJB01855T4YH	OOOOOO	20131210	09:17:46	2012.10.22	000	000	000	2	1001	1001	-29.34	-26.12	114.21	159.18	10	
DDPJB01855T2UK	OOOOOO	20131210	09:17:57	2012.10.22	000	000	000	2	1001	1001	-32.73	-28.26	75.37	96.29	14	
DDPJB01855T2U4	OOOOOO	20131210	09:18:14	2012.10.22	000	000	000	2	1001	1001	-33.13	-36.59	61.30	43.78	14	
DDPJB01855T2TO	OOOOOO	20131210	09:18:30	2012.10.22	000	000	000	2	1001	1001	-34.86	-34.27	48.95	47.94	16	
DDPJB01855T2T7	OOOOOO	20131210	09:18:50	2012.10.22	000	000	000	2	1001	1001	-34.06	-32.27	48.98	71.64	12	
DDPJB01855T2TT	OOOOOO	20131210	09:19:08	2012.10.22	000	000	000	2	1001	1001	-35.51	-29.48	48.53	94.33	13	
DDPJB01855TEC3	OOOOOO	20131210	09:19:25	2012.10.22	000	000	000	2	1001	1001	-31.09	-32.31	87.67	76.23	50	
DDPJB01855TECU	OOOOOO	20131210	09:20:17	2012.10.22	000	000	000	2	1001	1001	-32.78	-34.88	65.54	52.70	11	
DDPJB01855TECJ	OOOOOO	20131210	09:20:30	2012.10.22	000	000	000	2	1001	1001	-34.52	-29.16	58.00	74.17	16	
DDPJB01855TEC9	OOOOOO	20131210	09:20:47	2012.10.22	000	000	000	2	1001	1001	-35.42	-31.16	48.85	84.68	12	
DDPJB01855TECE	OOOOOO	20131210	09:21:01	2012.10.22	000	000	000	2	1001	1001	-33.22	-34.08	54.72	61.02	13	
DDPJB01855TEBC	OOOOOO	20131210	09:21:14	2012.10.22	000	000	000	2	1001	1001	-29.31	-30.95	83.48	72.54	13	
DDPJB01855TEB1	OOOOOO	20131210	09:21:29	2012.10.22	000	000	000	2	1001	1001	-27.51	-33.38	152.38	68.38	13	
DDPJB01855TEAK	OOOOOO	20131210	09:21:52	2012.10.22	000	000	000	2	1001	1001	-31.08	-26.96	102.20	147.76	9	
