S/No	FFDD	Date	Time	Version	Station	Fixture	PC	MIC	L_FREQ	R_FREQ	L_dB	R_dB	L_Noise	R_Noise	CycleTime	
DDPJB01855T16Y	OOOOOO	20131210	11:11:30	2012.10.22	000	000	000	2	1001	1001	-29.41	-28.60	91.72	98.43	15	
DDPJB01855T17B	OOOOOO	20131210	11:11:49	2012.10.22	000	000	000	2	1001	1001	-31.15	-34.97	80.72	56.13	12	
DDPJB01855T4UC	OOOOOO	20131210	11:12:07	2012.10.22	000	000	000	2	1001	1001	-33.68	-35.32	47.21	43.75	11	
DDPJB01855T4UY	OOOOOO	20131210	11:12:19	2012.10.22	000	000	000	2	1001	1001	-35.45	-36.21	49.72	43.32	14	
DDPJB01855T4XC	OOOOOO	20131210	11:12:37	2012.10.22	000	000	000	2	1001	1001	-27.94	-28.54	110.06	100.83	10	
DDPJB01855T4X1	OOOOOO	20131210	11:12:48	2012.10.22	000	000	000	2	1001	1001	-34.14	-31.08	55.24	73.33	13	
DDPJB01855T4VQ	OOOOOO	20131210	11:13:04	2012.10.22	000	000	000	2	1001	1001	-31.47	-32.29	74.39	69.44	12	
DDPJB01855T4VA	OOXOOO	20131210	11:13:19	2012.10.22	000	000	000	2	1001	1001	-38.79	-31.10	24.06	61.64	13	
DDPJB01855T4VF	OOOOOO	20131210	11:13:35	2012.10.22	000	000	000	2	1001	1001	-27.69	-31.00	104.95	73.66	12	
DDPJB01855T173	OOOOOO	20131210	11:14:01	2012.10.22	000	000	000	2	1001	1001	-33.16	-31.72	73.87	90.73	12	
DDPJB01855T16U	OOOOOO	20131210	11:14:14	2012.10.22	000	000	000	2	1001	1001	-30.93	-30.28	67.57	70.84	14	
DDPJB01855T175	OOXOOO	20131210	11:14:31	2012.10.22	000	000	000	2	1001	1001	-40.61	-23.65	84.46	200.43	10	
DDPJB01855T196	OOOXOO	20131210	11:14:45	2012.10.22	000	000	000	2	1001	1001	-29.02	-37.10	106.30	163.56	11	
DDPJB01855T191	OOOOOX	20131210	11:15:01	2012.10.22	000	000	000	2	1001	1001	-30.04	-28.55	208.09	400.86	12	
DDPJB01855T16Z	XXXXOO	20131210	11:15:17	2012.10.22	000	000	000	2	0	0	-96.33	-96.33	0.69	0.64	11	
DDPJB01855T16Z	OOOOOO	20131210	11:15:34	2012.10.22	000	000	000	2	1001	1001	-32.64	-30.98	43.15	64.81	11	
DDPJB01855T17F	OOOOOO	20131210	11:15:50	2012.10.22	000	000	000	2	1001	1001	-31.10	-29.62	91.11	115.98	14	
DDPJB01855T17A	OOOXOO	20131210	11:16:08	2012.10.22	000	000	000	2	1001	1001	-32.38	-39.22	71.17	48.17	11	
DDPJB01855T174	OOOOOO	20131210	11:16:21	2012.10.22	000	000	000	2	1001	1001	-33.90	-31.34	38.28	65.02	15	
DDPJB01855TEG6	OOXXOO	20131210	11:16:56	2012.10.22	000	000	000	2	1001	1001	-12.37	-12.91	59.46	82.68	14	
DDPJB01855T16T	OOOOOO	20131210	11:17:30	2012.10.22	000	000	000	2	1001	1001	-32.33	-26.20	71.10	140.85	10	
DDPJB01855T0VD	OOOOOO	20131210	11:17:44	2012.10.22	000	000	000	2	1001	1001	-29.15	-34.81	79.20	43.74	11	
DDPJB01855T17E	OOOOOO	20131210	11:17:56	2012.10.22	000	000	000	2	1001	1001	-29.54	-33.25	86.27	61.35	11	
DDPJB01855T179	OOOOOO	20131210	11:18:10	2012.10.22	000	000	000	2	1001	1001	-31.16	-26.89	76.02	137.65	13	
DDPJB01855T17J	OOOOOO	20131210	11:18:57	2012.10.22	000	000	000	2	1001	1001	-28.03	-29.03	88.77	81.10	28	
DDPJB01855T17U	OOOOOO	20131210	11:19:53	2012.10.22	000	000	000	2	1001	1001	-31.51	-28.42	57.85	81.28	12	
DDPJB01855T17K	OOOOOO	20131210	11:20:11	2012.10.22	000	000	000	2	1001	1001	-29.07	-30.93	86.65	76.85	12	
DDPJB01855T17V	OOOOOO	20131210	11:20:26	2012.10.22	000	000	000	2	1001	1001	-31.74	-33.77	58.94	51.25	17	
DDPJB01855T17Q	OOXOOO	20131210	11:20:46	2012.10.22	000	000	000	2	1001	1001	-39.38	-33.89	78.77	108.63	17	
DDPJB01855T4S7	OOOOOO	20131210	11:21:13	2012.10.22	000	000	000	2	1001	1001	-33.35	-32.77	73.20	77.67	12	
DDPJB01855T4SD	OOOOOO	20131210	11:21:28	2012.10.22	000	000	000	2	1001	1001	-36.43	-30.36	96.24	124.31	13	
DDPJB01855T4TF	OOOOOO	20131210	11:21:45	2012.10.22	000	000	000	2	1001	1001	-32.61	-31.54	75.17	77.58	10	
DDPJB01855T4TK	OOOOOO	20131210	11:21:56	2012.10.22	000	000	000	2	1001	1001	-29.74	-30.06	91.40	91.61	11	
DDPJB01855T195	OOOOOO	20131210	11:22:09	2012.10.22	000	000	000	2	1001	1001	-35.58	-36.94	51.57	47.10	11	
DDPJB01855T16O	OOOOOO	20131210	11:22:21	2012.10.22	000	000	000	2	1001	1001	-31.76	-27.30	71.45	131.54	11	
DDPJB01855T0VT	OOOOOO	20131210	11:22:35	2012.10.22	000	000	000	2	1001	1001	-31.69	-36.54	63.68	44.73	11	
DDPJB01855T190	OOOOOO	20131210	11:22:48	2012.10.22	000	000	000	2	1001	1001	-32.59	-31.63	48.47	50.49	12	
DDPJB01855T0VZ	OOXOOO	20131210	11:23:17	2012.10.22	000	000	000	2	1001	1001	-38.32	-36.71	26.22	40.80	11	
DDPJB01855T0X4	OOOOOO	20131210	11:23:30	2012.10.22	000	000	000	2	1001	1001	-29.17	-34.58	102.14	52.70	11	
DDPJB01855T0VZ	OOOOOO	20131210	11:23:43	2012.10.22	000	000	000	2	1001	1001	-28.12	-25.29	104.67	156.46	13	
DDPJB01855T14U	OOOOOO	20131210	11:24:04	2012.10.22	000	000	000	2	1001	1001	-34.46	-28.66	45.03	87.59	13	
DDPJB01855T16V	OOOOOO	20131210	11:24:19	2012.10.22	000	000	000	2	1001	1001	-30.02	-31.52	108.08	88.76	12	
DDPJB01855T16Q	OOOOOO	20131210	11:24:32	2012.10.22	000	000	000	2	1001	1001	-32.61	-31.69	55.79	59.49	11	
DDPJB01855T177	OOOOOO	20131210	11:24:44	2012.10.22	000	000	000	2	1001	1001	-32.88	-31.12	71.29	80.16	12	
DDPJB01855T17D	OOOOOO	20131210	11:24:58	2012.10.22	000	000	000	2	1001	1001	-29.89	-25.86	82.89	130.01	10	
DDPJB01855T14P	OOOOOO	20131210	11:25:12	2012.10.22	000	000	000	2	1001	1001	-29.44	-27.53	110.80	136.52	11	
DDPJB01855T144	OOOOOO	20131210	11:25:25	2012.10.22	000	000	000	2	1001	1001	-27.94	-34.15	120.44	78.11	11	
DDPJB01855T14F	OOOOOO	20131210	11:25:38	2012.10.22	000	000	000	2	1001	1001	-30.75	-28.10	67.24	80.95	12	
DDPJB01855T14Q	OOOOOO	20131210	11:25:51	2012.10.22	000	000	000	2	1001	1001	-34.62	-35.86	43.72	31.44	11	
DDPJB01855T171	OOOOOO	20131210	11:26:03	2012.10.22	000	000	000	2	1001	1001	-29.43	-28.81	95.60	97.67	11	
DDPJB01855T16K	OOOOOO	20131210	11:26:16	2012.10.22	000	000	000	2	1001	1001	-31.48	-27.28	95.94	151.21	11	
DDPJB01855T17N	OOOOOO	20131210	11:26:31	2012.10.22	000	000	000	2	1001	1001	-28.76	-31.30	101.09	75.22	12	
DDPJB01855T11U	OOOOOO	20131210	11:26:45	2012.10.22	000	000	000	2	1001	1001	-28.64	-32.80	97.77	55.41	11	
DDPJB01855T17Y	OOOOOO	20131210	11:26:57	2012.10.22	000	000	000	2	1001	1001	-34.86	-33.00	59.78	73.62	11	
DDPJB01855T16R	OOOOOO	20131210	11:27:10	2012.10.22	000	000	000	2	1001	1001	-34.50	-32.06	37.37	80.41	12	
DDPJB01855T16X	OOOOOO	20131210	11:27:23	2012.10.22	000	000	000	2	1001	1001	-33.90	-31.38	59.51	81.12	10	
DDPJB01855T14J	OOOOOO	20131210	11:27:35	2012.10.22	000	000	000	2	1001	1001	-29.58	-32.07	109.34	76.10	11	
DDPJB01855T17S	XXXXOO	20131210	11:27:48	2012.10.22	000	000	000	2	0	0	-96.33	0.00	0.68	0.71	11	
DDPJB01855T16S	OOOXOO	20131210	11:28:00	2012.10.22	000	000	000	2	1001	1001	-34.70	-40.19	44.75	21.78	12	
DDPJB01855T17S	OOOOOO	20131210	11:28:15	2012.10.22	000	000	000	2	1001	1001	-26.27	-24.60	101.32	137.99	11	
DDPJB01855T16S	OOOOOO	20131210	11:28:29	2012.10.22	000	000	000	2	1001	1001	-26.80	-30.39	94.64	63.66	11	
DDPJB01855T16L	OOOOOO	20131210	11:28:43	2012.10.22	000	000	000	2	1001	1001	-30.97	-31.84	71.30	68.88	12	
DDPJB01855T16N	OOOOOO	20131210	11:28:57	2012.10.22	000	000	000	2	1001	1001	-29.58	-33.59	101.67	62.15	10	
DDPJB01855T6ZZ	OOXOOO	20131210	11:29:17	2012.10.22	000	000	000	2	1001	1001	-37.44	-33.01	31.26	50.59	11	
DDPJB01855T6ZN	OOOOOO	20131210	11:29:31	2012.10.22	000	000	000	2	1001	1001	-29.13	-36.07	116.14	54.04	10	
DDPJB01855T6ZZ	OOOOOO	20131210	11:29:42	2012.10.22	000	000	000	2	1001	1001	-34.20	-30.67	70.27	94.30	11	
DDPJB01855T6ZC	OOOOOO	20131210	11:29:58	2012.10.22	000	000	000	2	1001	1001	-29.89	-24.99	113.33	182.46	11	
DDPJB01855T704	OOOOOO	20131210	11:30:16	2012.10.22	000	000	000	2	1001	1001	-32.89	-35.68	95.27	53.42	11	
DDPJB01855T6YB	OOOOOO	20131210	11:30:37	2012.10.22	000	000	000	2	1001	1001	-29.50	-27.82	103.71	130.54	12	
DDPJB01855T4VC	OOOOOO	20131210	11:30:50	2012.10.22	000	000	000	2	1001	1001	-31.20	-27.04	57.25	91.89	11	
DDPJB01855T4V6	OOOOOO	20131210	11:31:02	2012.10.22	000	000	000	2	1001	1001	-29.13	-33.69	97.96	54.87	11	
DDPJB01855T4X2	OOOOOO	20131210	11:31:15	2012.10.22	000	000	000	2	1001	1001	-33.72	-36.70	61.69	38.12	15	
DDPJB01855T4XD	OOOOOO	20131210	11:31:32	2012.10.22	000	000	000	2	1001	1001	-30.27	-31.98	75.94	57.52	11	
DDPJB01855T4V1	OOOOOO	20131210	11:31:44	2012.10.22	000	000	000	2	1001	1001	-32.31	-28.63	60.62	96.54	11	
DDPJB01855T6XP	XXOOOO	20131210	11:31:58	2012.10.22	000	000	000	2	10	10	-28.43	-32.55	71.98	70.73	12	
DDPJB01855T6XU	OOOOOO	20131210	11:32:13	2012.10.22	000	000	000	2	1001	1001	-32.72	-31.80	109.90	87.51	11	
DDPJB01855T6XP	OOOOOO	20131210	11:32:27	2012.10.22	000	000	000	2	1001	1001	-26.78	-30.09	147.47	105.14	10	
DDPJB01855T6Y0	OOOOOO	20131210	11:32:40	2012.10.22	000	000	000	2	1001	1001	-30.36	-27.87	150.05	147.96	10	
DDPJB01855T6Y5	OOOOOO	20131210	11:32:52	2012.10.22	000	000	000	2	1001	1001	-32.06	-30.99	51.76	61.35	12	
DDPJB01855T6ZO	OOXOOO	20131210	11:33:06	2012.10.22	000	000	000	2	1001	1001	-39.34	-27.30	25.88	96.81	12	
DDPJB01855T6ZT	OOOOOO	20131210	11:33:20	2012.10.22	000	000	000	2	1001	1001	-30.55	-33.75	77.61	72.55	11	
DDPJB01855T6ZO	OOOOOO	20131210	11:33:33	2012.10.22	000	000	000	2	1001	1001	-36.06	-24.56	34.34	143.31	10	
DDPJB01855T6ZS	OOOOOO	20131210	11:33:47	2012.10.22	000	000	000	2	1001	1001	-31.63	-33.92	81.77	59.81	11	
DDPJB01855T6X3	OOOOOO	20131210	11:33:59	2012.10.22	000	000	000	2	1001	1001	-33.10	-27.68	69.63	136.54	10	
DDPJB01855T6ZY	OOOOOO	20131210	11:34:12	2012.10.22	000	000	000	2	1001	1001	-31.64	-29.65	89.06	109.71	11	
DDPJB01855T703	OOOOOO	20131210	11:34:24	2012.10.22	000	000	000	2	1001	1001	-33.79	-29.19	55.96	94.75	11	
DDPJB01855T6Z7	OOXXOO	20131210	11:34:39	2012.10.22	000	000	000	2	1001	1001	-38.42	-38.13	24.50	24.39	10	
DDPJB01855T6YX	OOOOOO	20131210	11:34:55	2012.10.22	000	000	000	2	1001	1001	-30.54	-30.28	61.59	68.73	11	
DDPJB01855T6Z7	OOXXOO	20131210	11:35:07	2012.10.22	000	000	000	2	1001	1001	-38.38	-38.16	33.04	33.18	10	
DDPJB01855T6Z2	OOOOOO	20131210	11:35:19	2012.10.22	000	000	000	2	1001	1001	-28.69	-31.53	94.85	78.19	10	
DDPJB01855T6Z7	OOXXOO	20131210	11:35:31	2012.10.22	000	000	000	2	1001	1001	-38.81	-38.10	67.50	204.07	12	
DDPJB01855T4S3	OOOOOO	20131210	11:35:46	2012.10.22	000	000	000	2	1001	1001	-33.32	-28.06	63.50	121.70	11	
DDPJB01855T6Z7	OOOOOO	20131210	11:35:59	2012.10.22	000	000	000	2	1001	1001	-22.01	-30.26	231.26	88.09	11	
DDPJB01855T6YR	OOOOOO	20131210	11:36:14	2012.10.22	000	000	000	2	1001	1001	-29.22	-26.67	95.12	133.50	12	
DDPJB01855T14E	OOOOOO	20131210	11:36:36	2012.10.22	000	000	000	2	1001	1001	-25.97	-28.51	222.60	125.29	11	
DDPJB01855T6YL	OOOOOO	20131210	11:36:51	2012.10.22	000	000	000	2	1001	1001	-30.01	-34.56	95.42	64.72	11	
DDPJB01855T103	OOOOOO	20131210	11:37:04	2012.10.22	000	000	000	2	1001	1001	-26.79	-29.49	117.19	69.00	16	
DDPJB01855T6XJ	OOXXOO	20131210	11:37:23	2012.10.22	000	000	000	2	1001	1001	-13.30	-13.43	88.27	74.33	11	
DDPJB01855T4VU	OOOOOO	20131210	11:37:36	2012.10.22	000	000	000	2	1001	1001	-25.31	-27.34	172.51	145.81	11	
DDPJB01855T6XJ	OOOOOO	20131210	11:37:50	2012.10.22	000	000	000	2	1001	1001	-24.78	-26.50	137.22	136.32	12	
DDPJB01855T6XE	OOOOOO	20131210	11:38:06	2012.10.22	000	000	000	2	1001	1001	-23.33	-24.40	180.79	162.04	11	
DDPJB01855T6X9	OOOOOO	20131210	11:38:24	2012.10.22	000	000	000	2	1001	1001	-32.88	-29.41	122.53	154.52	12	
DDPJB01855T6ZD	OOOOOO	20131210	11:38:38	2012.10.22	000	000	000	2	1001	1001	-27.98	-33.96	115.90	55.39	16	
DDPJB01855T0YT	OOOOOO	20131210	11:39:00	2012.10.22	000	000	000	2	1001	1001	-29.79	-33.75	107.50	66.26	11	
DDPJB01855T0ZQ	OOOOOO	20131210	11:39:13	2012.10.22	000	000	000	2	1001	1001	-29.79	-34.40	78.43	46.95	13	
DDPJB01855T0ZK	XXOOXX	20131210	11:39:29	2012.10.22	000	000	000	2	10	10	-30.65	-32.91	363.85	390.61	13	
DDPJB01855T102	OOOOOO	20131210	11:39:45	2012.10.22	000	000	000	2	1001	1001	-25.07	-25.93	153.48	132.88	11	
DDPJB01855T0ZK	OOOOOO	20131210	11:39:59	2012.10.22	000	000	000	2	1001	1001	-24.11	-24.63	241.69	170.88	12	
DDPJB01855T0ZX	OOOOOO	20131210	11:40:17	2012.10.22	000	000	000	2	1001	1001	-31.00	-31.42	69.85	65.37	11	
DDPJB01855T107	OOOOOO	20131210	11:40:30	2012.10.22	000	000	000	2	1001	1001	-32.14	-29.24	66.46	90.85	12	
DDPJB01855T0ZR	OOOOOO	20131210	11:40:46	2012.10.22	000	000	000	2	1001	1001	-31.94	-30.76	77.59	89.84	11	
DDPJB01855T109	OOXOOO	20131210	11:40:59	2012.10.22	000	000	000	2	1001	1001	-39.81	-33.55	45.34	121.67	11	
DDPJB01855T0YI	OOOOOO	20131210	11:41:16	2012.10.22	000	000	000	2	1001	1001	-24.34	-29.64	181.35	94.86	11	
DDPJB01855T109	OOOOOO	20131210	11:41:30	2012.10.22	000	000	000	2	1001	1001	-34.56	-28.92	62.63	114.02	19	
DDPJB01855T0YO	OOOOOO	20131210	11:41:54	2012.10.22	000	000	000	2	1001	1001	-22.37	-29.46	216.63	94.48	13	
DDPJB01855T0YZ	OOOOOO	20131210	11:42:12	2012.10.22	000	000	000	2	1001	1001	-31.22	-28.19	74.93	100.37	13	
DDPJB01855T142	OOXXOO	20131210	11:42:35	2012.10.22	000	000	000	2	1001	1001	-35.16	-35.07	39.62	40.40	11	
DDPJB01855T13G	OOOOOO	20131210	11:42:48	2012.10.22	000	000	000	2	1001	1001	-33.12	-33.31	97.15	88.56	13	
DDPJB01855T142	OOOOOO	20131210	11:43:05	2012.10.22	000	000	000	2	1001	1001	-26.00	-25.40	214.08	161.29	15	
DDPJB01855T153	OOOOOO	20131210	11:43:25	2012.10.22	000	000	000	2	1001	1001	-24.03	-30.51	206.05	92.12	14	
DDPJB01855T13L	OOOOOO	20131210	11:43:58	2012.10.22	000	000	000	2	1001	1001	-30.36	-26.31	45.87	97.01	12	
DDPJB01855T13R	OOOOOO	20131210	11:44:40	2012.10.22	000	000	000	2	1001	1001	-23.96	-35.09	195.88	50.42	12	
DDPJB01855T14Z	OOOOOO	20131210	11:44:59	2012.10.22	000	000	000	2	1001	1001	-29.03	-33.19	106.50	70.26	13	
DDPJB01855T13F	OOOOOO	20131210	11:45:15	2012.10.22	000	000	000	2	1001	1001	-31.35	-29.53	55.17	70.20	11	
DDPJB01855T13K	OOOOOO	20131210	11:45:29	2012.10.22	000	000	000	2	1001	1001	-35.55	-29.96	50.31	98.62	11	
DDPJB01855T14X	OOOOOO	20131210	11:45:46	2012.10.22	000	000	000	2	1001	1001	-26.25	-35.77	148.58	71.06	13	
DDPJB01855T14T	OOOOOO	20131210	11:46:04	2012.10.22	000	000	000	2	1001	1001	-31.17	-28.73	66.52	92.31	16	
DDPJB01855T14O	OOOOOO	20131210	11:46:22	2012.10.22	000	000	000	2	1001	1001	-30.33	-30.47	89.51	87.05	13	
DDPJB01855T14C	OOOOOO	20131210	11:46:48	2012.10.22	000	000	000	2	1001	1001	-34.75	-27.34	71.55	126.03	11	
DDPJB01855T13Q	OOOOOO	20131210	11:47:01	2012.10.22	000	000	000	2	1001	1001	-27.01	-35.30	99.06	36.80	14	
DDPJB01855T0ZC	OOOOOO	20131210	11:47:16	2012.10.22	000	000	000	2	1001	1001	-28.08	-29.27	85.71	74.49	12	
DDPJB01855T13V	OOOOOO	20131210	11:47:31	2012.10.22	000	000	000	2	1001	1001	-34.43	-27.00	44.72	131.60	14	
DDPJB01855T14Y	OOOOOO	20131210	11:47:47	2012.10.22	000	000	000	2	1001	1001	-29.69	-33.01	82.24	49.54	12	
DDPJB01855T152	OOOOOO	20131210	11:48:00	2012.10.22	000	000	000	2	1001	1001	-32.42	-33.38	60.08	50.99	14	
DDPJB01855T14I	OOOOOO	20131210	11:48:16	2012.10.22	000	000	000	2	1001	1001	-32.92	-30.71	51.08	66.04	11	
DDPJB01855T13X	OOOXOO	20131210	11:48:29	2012.10.22	000	000	000	2	1001	1001	-31.90	-39.34	60.11	18.55	12	
DDPJB01855T147	OOOOOO	20131210	11:48:42	2012.10.22	000	000	000	2	1001	1001	-23.26	-28.18	173.77	80.48	11	
DDPJB01855T13X	OOOOOO	20131210	11:48:55	2012.10.22	000	000	000	2	1001	1001	-27.38	-36.24	143.05	47.48	12	
DDPJB01855T14D	OOXOOO	20131210	11:49:12	2012.10.22	000	000	000	2	1001	1001	-37.06	-34.24	51.55	48.63	12	
DDPJB01855T14N	OOOOOO	20131210	11:49:28	2012.10.22	000	000	000	2	1001	1001	-25.25	-28.78	176.44	114.31	12	
DDPJB01855T14D	OOOOOO	20131210	11:49:43	2012.10.22	000	000	000	2	1001	1001	-26.63	-31.61	131.09	89.22	14	
DDPJB01855T14H	OOOOOO	20131210	11:50:01	2012.10.22	000	000	000	2	1001	1001	-32.79	-33.47	48.24	50.88	12	
DDPJB01855T141	OOOOOO	20131210	11:50:16	2012.10.22	000	000	000	2	1001	1001	-22.37	-27.04	226.00	124.64	11	
DDPJB01855T14S	OOOOOO	20131210	11:50:41	2012.10.22	000	000	000	2	1001	1001	-22.39	-30.25	200.97	77.52	12	
DDPJB01855T0ZD	OOOOOO	20131210	11:50:58	2012.10.22	000	000	000	2	1001	1001	-30.39	-26.73	107.87	174.14	10	
DDPJB01855T146	OOOOOO	20131210	11:51:10	2012.10.22	000	000	000	2	1001	1001	-30.95	-33.81	81.75	55.70	12	
DDPJB01855T0Z1	OOOOOO	20131210	11:51:23	2012.10.22	000	000	000	2	1001	1001	-30.80	-30.07	90.24	90.26	11	
DDPJB01855T0ZL	OOXXOO	20131210	11:51:37	2012.10.22	000	000	000	2	1001	1001	-28.58	-28.66	103.57	99.99	11	
DDPJB01855T0ZI	OOOOOO	20131210	11:51:50	2012.10.22	000	000	000	2	1001	1001	-34.01	-24.85	113.28	175.81	19	
DDPJB01855T0ZL	OOOOOO	20131210	11:52:11	2012.10.22	000	000	000	2	1001	1001	-25.38	-28.89	139.71	93.63	12	
DDPJB01855T0ZO	OOOOOO	20131210	11:52:28	2012.10.22	000	000	000	2	1001	1001	-29.72	-31.26	98.83	79.41	11	
DDPJB01855T0YA	OOOOOO	20131210	11:52:45	2012.10.22	000	000	000	2	1001	1001	-25.26	-28.70	143.78	103.59	13	
DDPJB01855T0Y4	OOOOOO	20131210	11:53:03	2012.10.22	000	000	000	2	1001	1001	-25.56	-28.45	101.75	89.44	11	
DDPJB01855T0YL	OOOOOO	20131210	11:53:19	2012.10.22	000	000	000	2	1001	1001	-27.27	-26.88	143.99	133.54	15	
DDPJB01855T0YF	OOOOOO	20131210	11:53:38	2012.10.22	000	000	000	2	1001	1001	-32.92	-30.18	109.34	223.72	11	
DDPJB01855T0YX	OOOOOO	20131210	11:53:51	2012.10.22	000	000	000	2	1001	1001	-35.28	-29.54	41.99	93.21	12	
DDPJB01855T0ZH	OOOOOO	20131210	11:54:05	2012.10.22	000	000	000	2	1001	1001	-29.93	-27.14	87.12	123.42	14	
DDPJB01855T0YR	OOOXOO	20131210	11:54:20	2012.10.22	000	000	000	2	1001	1001	-34.34	-38.89	52.26	42.39	12	
DDPJB01855T0Z6	OOOOOO	20131210	11:54:36	2012.10.22	000	000	000	2	1001	1001	-31.62	-33.88	61.48	51.95	11	
DDPJB01855T0YR	OOOOOO	20131210	11:54:49	2012.10.22	000	000	000	2	1001	1001	-26.50	-31.85	108.86	57.91	11	
DDPJB01855T0ZG	XXXXXX	20131210	12:57:30	2012.10.22	000	000	000	2	0	0	0.00	0.00	0.00	0.00	24	
DDPJB01855T0ZG	OOOOOO	20131210	12:58:52	2012.10.22	000	000	000	2	1001	1001	-23.46	-34.27	227.23	61.10	16	
DDPJB01855T0Y6	OOOOOO	20131210	12:59:13	2012.10.22	000	000	000	2	1001	1001	-30.67	-32.47	73.72	53.04	16	
DDPJB01855T0YK	OOOOOO	20131210	12:59:36	2012.10.22	000	000	000	2	1001	1001	-31.45	-27.72	87.94	137.81	12	
DDPJB01855T0Y5	OOOXOO	20131210	12:59:52	2012.10.22	000	000	000	2	1001	1001	-30.40	-37.03	74.12	38.24	-3588	
DDPJB01855T0YV	OOXOOO	20131210	13:00:07	2012.10.22	000	000	000	2	1001	1001	-39.16	-30.03	42.20	111.53	13	
DDPJB01855T0Y5	OOOOOO	20131210	13:00:24	2012.10.22	000	000	000	2	1001	1001	-26.56	-36.33	162.72	42.53	13	
DDPJB01855T0YV	OOOOOO	20131210	13:00:42	2012.10.22	000	000	000	2	1001	1001	-36.29	-30.21	58.77	114.37	14	
DDPJB01855T0ZN	OOOOOO	20131210	13:01:04	2012.10.22	000	000	000	2	1001	1001	-26.77	-29.29	92.44	113.13	13	
DDPJB01855T4VG	OOOOOO	20131210	13:01:30	2012.10.22	000	000	000	2	1001	1001	-31.82	-30.24	91.80	99.82	12	
DDPJB01855T4XI	OOOOOO	20131210	13:01:51	2012.10.22	000	000	000	2	1001	1001	-29.54	-26.42	125.62	155.01	17	
DDPJB01855T4UA	OOOOOO	20131210	13:02:16	2012.10.22	000	000	000	2	1001	1001	-31.76	-29.49	61.52	79.29	13	
DDPJB01855T4UF	OOOOOO	20131210	13:02:32	2012.10.22	000	000	000	2	1001	1001	-32.78	-29.69	91.56	85.51	24	
DDPJB01855T4VS	OOOOOO	20131210	13:03:11	2012.10.22	000	000	000	2	1001	1001	-31.18	-32.36	53.78	44.97	13	
DDPJB01855T4XO	OOOOOO	20131210	13:03:36	2012.10.22	000	000	000	2	1001	1001	-36.62	-32.61	45.17	68.44	14	
DDPJB01855T4X7	OOOXOO	20131210	13:03:52	2012.10.22	000	000	000	2	1001	1001	-33.91	-37.27	38.75	29.74	13	
DDPJB01855T4V0	OOOOOO	20131210	13:04:06	2012.10.22	000	000	000	2	1001	1001	-34.81	-27.00	48.44	103.77	12	
DDPJB01855T4X7	OOOOOO	20131210	13:04:25	2012.10.22	000	000	000	2	1001	1001	-32.61	-33.08	113.19	114.82	20	
DDPJB01855T0XB	OOOOOO	20131210	13:05:04	2012.10.22	000	000	000	2	1001	1001	-26.89	-31.59	119.45	75.84	13	
DDPJB01855T196	OOOOOO	20131210	13:05:25	2012.10.22	000	000	000	2	1001	1001	-26.83	-28.93	128.93	95.20	17	
DDPJB01855T10V	OOOOOO	20131210	13:05:48	2012.10.22	000	000	000	2	1001	1001	-36.28	-28.32	36.99	135.63	12	
DDPJB01855T10G	OOXOOO	20131210	13:06:03	2012.10.22	000	000	000	2	1001	1001	-37.13	-29.09	179.19	158.81	12	
DDPJB01855T0X5	OOOOOO	20131210	13:06:18	2012.10.22	000	000	000	2	1001	1001	-23.93	-34.34	224.27	51.15	11	
DDPJB01855T10G	OOOOOO	20131210	13:06:32	2012.10.22	000	000	000	2	1001	1001	-31.47	-28.28	65.65	105.08	11	
DDPJB01855T0XK	OOOOOO	20131210	13:06:49	2012.10.22	000	000	000	2	1001	1001	-27.50	-25.33	170.87	140.06	12	
DDPJB01855T0XV	OOOOOO	20131210	13:07:06	2012.10.22	000	000	000	2	1001	1001	-34.24	-28.59	204.49	65.61	11	
DDPJB01855TEG6	OOOOOO	20131210	13:07:25	2012.10.22	000	000	000	2	1001	1001	-33.51	-30.79	41.00	63.34	15	
DDPJB01855T4VA	OOOOOO	20131210	13:07:48	2012.10.22	000	000	000	2	1001	1001	-27.39	-28.65	179.99	249.02	11	
DDPJB01855T0VU	OOOOOO	20131210	13:08:06	2012.10.22	000	000	000	2	1001	1001	-26.98	-33.76	142.85	72.20	11	
DDPJB01855T4VY	OOOOOO	20131210	13:08:26	2012.10.22	000	000	000	2	1001	1001	-34.10	-31.81	97.30	49.84	11	
DDPJB01855T4XN	OOOOOO	20131210	13:08:39	2012.10.22	000	000	000	2	1001	1001	-27.70	-31.78	158.15	119.72	10	
DDPJB01855T4V5	OOOOOO	20131210	13:08:52	2012.10.22	000	000	000	2	1001	1001	-34.57	-33.96	47.59	57.23	18	
DDPJB01855T4VB	OOOOOO	20131210	13:09:11	2012.10.22	000	000	000	2	1001	1001	-30.86	-30.03	83.84	91.07	11	
DDPJB01855T4VH	OOOOOO	20131210	13:09:26	2012.10.22	000	000	000	2	1001	1001	-30.75	-31.29	63.02	73.12	10	
DDPJB01855T4VN	OOOOOO	20131210	13:09:40	2012.10.22	000	000	000	2	1001	1001	-28.92	-34.88	111.06	79.79	11	
DDPJB01855T7X2	OOOOOO	20131210	13:10:21	2012.10.22	000	000	000	2	1001	1001	-31.74	-27.82	59.75	90.80	17	
DDPJB01855T7XJ	OOOOOO	20131210	13:11:15	2012.10.22	000	000	000	2	1001	1001	-35.45	-26.86	36.23	106.66	11	
